"","mass","int","logint"
"416",235.154144287109,11072.42578125,9.31221313279453
"417",235.169296264648,62086.48828125,11.0362836642355
"418",235.205780029297,3763.7080078125,8.23315992272607
"419",236.172653198242,9074.0498046875,9.1131739489335
"420",237.145736694336,9979.4921875,9.20828748499489
"421",237.169967651367,2906.89770507812,7.97484171076811
"422",237.184936523438,8125.1630859375,9.00272107911188
"423",238.201126098633,7801.041015625,8.96201246731388
"424",239.089126586914,9534.8076171875,9.16270434134303
"425",239.127944946289,2385.74096679688,7.77726503297431
"426",239.148895263672,13035.5078125,9.47543228322289
"427",239.164199829102,4554,8.42376124662369
"428",239.237152099609,2336.1708984375,7.75626849984986
"429",240.091598510742,1939.40893554688,7.57013853323679
"430",240.180374145508,2501.55615234375,7.82466827814534
"431",241.069305419922,2944.48657226562,7.98768974209765
"432",241.143936157227,3120.24462890625,8.04566668443061
"433",241.154647827148,2796.81689453125,7.93623722610775
"434",241.179794311523,6176.24609375,8.7284659376967
"435",241.216415405273,6112.03173828125,8.71801452361449
"436",243.171157836914,2293.5400390625,7.73785177150965
"437",243.195343017578,11732.3935546875,9.37010897493937
"438",245.13883972168,2367.54638671875,7.76960941799131
"439",245.174880981445,4005.69091796875,8.29547135847353
"440",246.206298828125,6698.5927734375,8.80965274950357
"441",247.226806640625,26974.828125,10.2026594184656
"442",248.229644775391,3094.06274414062,8.037240310223
"443",248.57209777832,1729.69189453125,7.45569857598424
"444",249.15739440918,4918.46826171875,8.50075243209449
"445",249.170700073242,2313.08764648438,7.74633855450287
"446",249.184906005859,21896.490234375,9.99408163969051
"447",251.000213623047,16955.943359375,9.73837369201961
"448",251.161636352539,15775.7021484375,9.66622619662092
"449",251.185317993164,35690.6328125,10.482643547134
"450",252.122940063477,3575.9462890625,8.1819851163435
"451",252.188629150391,5553.07421875,8.62210696667543
"452",252.217315673828,5660.75537109375,8.64131262008295
"453",252.997283935547,8791.4619140625,9.08153629244332
"454",253.14372253418,2642.78759765625,7.87958954726454
"455",253.179580688477,4706.51708984375,8.4567034420959
"456",254.994110107422,2235.81860351562,7.7123627055439
"457",255.15983581543,2264.43383789062,7.72508004547544
"458",255.232147216797,11856.2470703125,9.38061018658261
"459",255.243103027344,2853.24047851562,7.95621063736186
"460",256.263977050781,3784.43701171875,8.23865241285824
"461",256.743682861328,1965.03332519531,7.58326448354648
"462",256.894470214844,1745.58374023438,7.46484430032093
"463",256.946655273438,2534.66186523438,7.8378155206332
"464",257.211212158203,7706.45703125,8.9498138319208
"465",257.247741699219,3552.00317382812,8.17526699764435
